,Rank,BIB,Last Name,First Name,Country,Team,Gender,Age,Phase,Heat,Result,IRM
0,1.0,10.0,ADAM,Teresa,NZL,,W,30,,,26:32.65,
1,2.0,,PERRY,Georgia,NZL,,W,27,,,+36.56,
2,3.0,14.0,MACGREGOR,Bronwyn,NZL,MULTUM ACCOUNTANTS - LSK LADIES CYCLING TEAM,W,38,,,+1:17.67,
3,4.0,15.0,MCCARTHY,Kate,NZL,,W,25,,,+1:52.08,
4,5.0,5.0,CHRISTIE,Georgia,NZL,,W,23,,,+1:52.78,
5,6.0,3.0,EVANS,Alicia,NZL,MULTUM ACCOUNTANTS - LSK LADIES CYCLING TEAM,W,33,,,+2.38.96,
6,7.0,6.0,PAGE,Kerri-Anne,NZL,,W,32,,,+3:15.95,
7,,1.0,WILLIAMS,Georgia,NZL,MITCHELTON SCOTT,W,27,,,,DNS
