,Rank,BIB,Last Name,First Name,Country,Team,Gender,Age,Phase,Heat,Result,IRM
44,45,11,GEORGI,Pfeiffer,GBR,TEAM SUNWEB,W,20,,,9,
45,46,85,POIDEVIN,Sara,CAN,Rally Cycling,W,24,,,9,
46,47,153,HERFOSS,Emily,AUS,ROXSOLT ATTAQUER,W,26,,,8,
47,48,83,FRANZ,Heidi,USA,Rally Cycling,W,25,,,8,
48,49,46,TREVISI,Anna,ITA,ALE' BTC LJUBLJANA,W,28,,,7,
49,50,22,ERATH,Tanja,GER,CANYON / /SRAM RACING,W,31,,,6,
50,51,95,PRIETO CASTAÑEDA,Marcela Elizabeth,MEX,AGOLICO,W,28,,,5,
51,52,82,DOEBEL-HICKOK,Krista,USA,Rally Cycling,W,31,,,5,
52,53,5,KENNEDY,Lucy,AUS,MITCHELTON SCOTT,W,32,,,5,
53,54,144,BLOOR,Ella,AUS,,W,25,,,5,
54,55,126,WOLLASTON,Ally,NZL,NEW ZEALAND,W,19,,,4,
55,56,45,PINTAR,Urska,SLO,ALE' BTC LJUBLJANA,W,35,,,3,
56,57,16,SOEK,Julia,NED,TEAM SUNWEB,W,30,,,3,
57,58,136,TALBOT,Josie,AUS,AUSTRALIA,W,24,,,3,
58,59,105,MERRICK,Jenna,NZL,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,W,20,,,2,
59,60,71,IVANIUK,Maryna,UKR,,W,30,,,2,
60,61,74,SALAZAR VAZQUEZ,Lizbeth Yareli,MEX,ASTANA WOMEN'S TEAM,W,24,,,1,
