,Rank,BIB,Last Name,First Name,Country,Team,Gender,Age,Phase,Heat,Result,IRM
0,1.0,161,SHARAKOVA,Tatsiana,BLR,MINSK CYCLING CLUB,W,36,,,02:26:21,
1,2.0,34,ATEHORTUA HOYOS,Daniela,COL,,W,21,,,02:26:23,
2,3.0,61,VAN DER HAAR,Lucy,GBR,HITEC PRODUCTS - BIRK SPORT,W,26,,,02:26:23,
3,4.0,63,LORVIK,Ingrid,NOR,HITEC PRODUCTS - BIRK SPORT,W,34,,,02:26:30,
4,5.0,45,GALIMULLINA,Iuliia,RUS,Cogeas Mettler Look Pro Cycling Team,W,19,,,02:26:33,
5,6.0,52,CARBONARI,Anastasia,ITA,AROMITALIA - BASSO BIKES - VAIANO,W,21,,,02:26:33,
6,7.0,55,MARCHESINI,Giulia,ITA,AROMITALIA - BASSO BIKES - VAIANO,W,22,,,02:26:33,
7,8.0,131,EUSTACHE,Emeline,FRA,,W,20,,,02:26:33,
8,9.0,91,BARIL,Olivia,CAN,Macogep Tornatech Girondins de Bordeaux,W,23,,,02:26:33,
9,10.0,144,KULYNYCH,Olha,UKR,CICLOTEL,W,20,,,02:26:37,
10,11.0,101,SCHWEINBERGER,Kathrin,AUT,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,W,24,,,02:26:37,
11,12.0,43,ZABELINSKAYA,Olga,UZB,Cogeas Mettler Look Pro Cycling Team,W,40,,,02:26:37,
12,13.0,53,CIPRIANI,Carmela,ITA,AROMITALIA - BASSO BIKES - VAIANO,W,24,,,02:26:37,
13,14.0,42,FISHER,Annabel,GBR,Cogeas Mettler Look Pro Cycling Team,W,31,,,02:26:37,
14,15.0,65,RICHIOUD,Greta,FRA,HITEC PRODUCTS - BIRK SPORT,W,24,,,02:26:37,
15,16.0,106,SCHWEINBERGER,Christina,AUT,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,W,24,,,02:26:37,
16,17.0,133,MIERMONT,Dilyxine,FRA,,W,20,,,02:26:37,
17,18.0,111,SARKULOVA,Alina,KAZ,,W,21,,,02:26:37,
18,19.0,163,NASKOVICH,Taisa,BLR,MINSK CYCLING CLUB,W,25,,,02:26:37,
19,20.0,72,UMUTZHANOVA,Makhabbat,KAZ,ASTANA WOMEN'S TEAM,W,26,,,02:26:37,
20,21.0,166,DZIAKOLA,Darya,BLR,MINSK CYCLING CLUB,W,20,,,02:26:37,
21,22.0,11,GUTIERREZ ARZALUZ,Ariadna,MEX,AGOLICO,W,29,,,02:26:37,
22,23.0,71,SAIFUTDINOVA,Natalya,KAZ,ASTANA WOMEN'S TEAM,W,31,,,02:26:37,
23,24.0,1,KHALED,Samah,JOR,,W,28,,,02:26:37,
24,25.0,93,FORTIN,Emilie,CAN,Macogep Tornatech Girondins de Bordeaux,W,21,,,02:26:37,
25,26.0,22,FORSTER,Alana,AUS,,W,34,,,02:26:37,
26,27.0,3,SARAH,Smith Megan,RSA,,W,21,,,02:26:37,
27,28.0,13,RAMÍREZ FREGOSO,Andrea,MEX,AGOLICO,W,21,,,02:26:37,
28,29.0,62,GÅSKJENN,Ingvild,NOR,HITEC PRODUCTS - BIRK SPORT,W,22,,,02:26:37,
29,30.0,44,UVAROVA,Marina,RUS,Cogeas Mettler Look Pro Cycling Team,W,20,,,02:26:37,
30,31.0,155,BETZ,Svenja,GER,,W,25,,,02:26:52,
31,32.0,103,STEIGENGA,Nicole,NED,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,W,22,,,02:26:52,
32,33.0,92,BOURBEAU,Luce,CAN,Macogep Tornatech Girondins de Bordeaux,W,29,,,02:26:52,
33,34.0,12,PRIETO CASTAÑEDA,Marcela Elizabeth,MEX,AGOLICO,W,28,,,02:26:52,
34,35.0,142,KONONENKO,Valeriya,UKR,CICLOTEL,W,30,,,02:26:56,
35,36.0,25,LANG,Mae,EST,,W,24,,,02:26:56,
36,37.0,33,BOTERO LOPEZ,Erika Milena,COL,,W,20,,,02:26:56,
37,38.0,145,VAN DE VEL,Sara,BEL,CICLOTEL,W,26,,,02:26:56,
38,39.0,51,COLLINELLI,Sofia,ITA,AROMITALIA - BASSO BIKES - VAIANO,W,19,,,02:26:56,
39,40.0,35,TOCONAS RUIZ,Laura Milena,COL,,W,19,,,02:26:56,
40,41.0,75,POTAPOVA,Faina,KAZ,,W,24,,,02:27:02,
41,42.0,74,PACHSHENKO,Svetlana,KAZ,ASTANA WOMEN'S TEAM,W,20,,,02:27:04,
42,43.0,23,GULLIKSEN,Line Marie,NOR,,W,30,,,02:27:05,
43,44.0,164,KIPTSIKAVA,Nastassia,BLR,MINSK CYCLING CLUB,W,21,,,02:27:14,
44,45.0,73,SANAKBAYEVA,Zhanerke,KAZ,,W,22,,,02:27:19,
45,46.0,162,TSERAKH,Hanna,BLR,MINSK CYCLING CLUB,W,22,,,02:27:25,
46,47.0,112,LYNNIK,Anastassiya,KAZ,,W,19,,,02:27:27,
47,48.0,143,REIS,Daniela,POR,CICLOTEL,W,27,,,02:27:27,
48,49.0,156,ZANNER,Beate,GER,,W,38,,,02:27:31,
49,50.0,64,LUTRO,Amalie,NOR,HITEC PRODUCTS - BIRK SPORT,W,20,,,02:27:36,
50,51.0,165,ABRAMENKA,Alina,BLR,MINSK CYCLING CLUB,W,20,,,02:27:40,
51,52.0,16,LLEDIAS VILLEGAS,Julieta,MEX,AGOLICO,W,19,,,02:27:44,
52,53.0,36,GIRALDO MARIN,Daniela,COL,,W,22,,,02:27:47,
53,54.0,31,UPEGUI QUEVEDO,Carolina,COL,,W,31,,,02:27:49,
54,55.0,132,ALMEIDA,Sophie,FRA,,W,24,,,02:27:49,
55,56.0,104,SZABÓ,Zsófia,HUN,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,W,23,,,02:27:53,
56,57.0,113,TOLEMISSOVA,Assem,KAZ,,W,19,,,02:27:58,
57,58.0,105,LENAERS,Jade,BEL,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,W,19,,,02:28:07,
58,59.0,56,MATTEOLI,Emilia,ITA,AROMITALIA - BASSO BIKES - VAIANO,W,21,,,02:28:12,
59,60.0,15,VARGAS BARRIENTOS,Maria Jose,CRC,AGOLICO,W,24,,,02:28:22,
60,61.0,66,TAGLIAFERRO,Marta,ITA,HITEC PRODUCTS - BIRK SPORT,W,31,,,02:28:25,
61,62.0,2,ZAYED AHMED,Ebtissam,EGY,,W,24,,,02:28:34,
62,63.0,26,EHRLER,Désirée,SUI,MULTUM ACCOUNTANTS - LSK LADIES CYCLING TEAM,W,29,,,02:28:56,
63,64.0,4,ANNEMIEK IRENE,Stegehuis,NED,,W,36,,,02:29:08,
64,65.0,94,SWAN,Callie,CAN,Macogep Tornatech Girondins de Bordeaux,W,22,,,02:29:19,
65,66.0,24,HEŘMANOVSKÁ,Hana,CZE,,W,20,,,02:29:47,
66,67.0,32,MONTOYA ZULUAGA,Katherin Steisy,COL,,W,26,,,02:29:53,
67,68.0,124,SZABÓ,Adrienn,HUN,,W,33,,,02:30:25,
68,69.0,123,TEMELA,Eszter,HUN,,W,31,,,02:30:47,
69,70.0,136,WEINGARTEN,Audrey,FRA,,W,20,,,02:31:08,
70,71.0,125,JORDÁN,Dorka,HUN,,W,18,,,02:33:22,
71,72.0,146,DE BAAT,Kim,BEL,CICLOTEL,W,29,,,02:33:29,
