,Rank,BIB,Last Name,First Name,Country,Team,Gender,Age,Phase,Heat,Result,IRM
0,1,1,GIGANTE,Sarah,AUS,,W,20,,,42:41.82,
1,2,2,BROWN,Grace,AUS,,W,28,,,42:50.99,
2,3,13,HERFOSS,Emily,AUS,,W,26,,,42:52.13,
3,4,5,SPRATT,Amanda,AUS,,W,33,,,43:23.29,
4,5,8,GILLOW,Shara,AUS,,W,33,,,43:34.39,
5,6,4,KENNEDY,Lucy,AUS,,W,32,,,43:40.16,
6,7,20,PERRY,Kate,AUS,,W,30,,,43:52.30,
7,8,29,FRAIN,Nicole,AUS,,W,28,,,44:44.94,
8,9,18,WILSON,Bree,AUS,,W,33,,,44:56.66,
9,10,21,GUNNING,Jaime,AUS,,W,22,,,45:02.41,
10,11,81,FORSTER,Alana,AUS,,W,34,,,45:12.60,
11,12,47,DEACON,Kirsty,AUS,,W,23,,,45:56.13,
12,13,36,WATTS,Emily,AUS,,W,20,,,46:49.78,
13,14,60,MORAN,Chloe,AUS,,W,22,,,47:43.88,
14,15,55,BANERJEE,Katie,AUS,,W,47,,,48:07.91,
15,16,22,JONES,Ashlee,AUS,,W,19,,,48:10.15,
16,17,66,PATE,Amber,AUS,,W,25,,,48:18.24,
17,18,85,CAREY-NORTON,Rhianon,AUS,,W,35,,,48:26.37,
18,19,74,HOLMES,Chelsea,AUS,,W,19,,,49:12.96,
19,20,41,AZZOPARDI,Lucia,AUS,,W,19,,,50:02.03,
20,21,43,SMITH,Pia,AUS,,W,28,,,51:40.45,
21,22,71,MORLEY,Sharni,AUS,,W,19,,,53:39.81,
22,23,84,LAUNDER,Tania,AUS,,W,28,,,54:39.03,
23,24,86,MACDONALD,Erin,AUS,,W,28,,,55:35.34,
