,Rank,BIB,Last Name,First Name,Country,Team,Gender,Age,Phase,Heat,Result,IRM
76,77.0,74,SALAZAR VAZQUEZ,Lizbeth Yareli,MEX,ASTANA WOMEN'S TEAM,W,24,,,+09:52,
77,78.0,111,VALSECCHI,Silvia,ITA,BEPINK,W,38,,,+09:52,
78,79.0,115,VAN NECK,Melissa,CZE,BEPINK,W,29,,,+09:52,
79,80.0,136,TALBOT,Josie,AUS,AUSTRALIA,W,24,,,+09:52,
80,81.0,72,PATTARO,Francesca,ITA,ASTANA WOMEN'S TEAM,W,25,,,+13:35,
81,82.0,151,BARROW,Justine,AUS,ROXSOLT ATTAQUER,W,41,,,+13:38,
82,83.0,94,MORALES MILANES,Jennifer,CRC,AGOLICO,W,23,,,+13:38,
83,84.0,85,POIDEVIN,Sara,CAN,Rally Cycling,W,24,,,+13:47,
84,85.0,62,CLEVENGER,Erica,USA,TEAM TIBCO - SILICON VALLEY BANK,W,26,,,+13:47,
85,,92,BARRERA ESPARZA,Anet,MEX,AGOLICO,W,22,,,,OTL
86,,146,JONES,Ashlee,AUS,,W,19,,,,OTL
87,,103,BAKKER,Minke,NED,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,W,23,,,,OTL
88,,155,CHILTON,Emma,AUS,ROXSOLT ATTAQUER,W,22,,,,DNF
89,,33,VAN TWISK,Abigail,GBR,TREK - SEGAFREDO,W,23,,,,DNF
90,,44,MANEEPHAN,Jutatip,THA,ALE' BTC LJUBLJANA,W,32,,,,DNF
91,,116,ANDERSON,Grace,NZL,BEPINK,W,23,,,,DNF
92,,121,BOTHA,Bryony,NZL,NEW ZEALAND,W,23,,,,DNF
