,Rank,BIB,Last Name,First Name,Country,Team,Gender,Age,Phase,Heat,Result,IRM
0,1,64,PINTAR,Urska,SLO,,W,35,,,01:53:24,
1,2,67,KERN,Špela,SLO,,W,30,,,01:53:38,
2,3,65,ŽIGART,Urška,SLO,,W,24,,,02:02:39,
3,4,63,BUJAK,Eugenia,SLO,,W,31,,,02:03:36,
4,5,71,PINTARIC,Blaza,SLO,,W,40,,,02:06:38,
5,6,70,ŽAKELJ,Tanja,SLO,,W,32,,,02:10:07,
6,7,66,BRAVEC,Urska,SLO,,W,24,,,02:12:38,
7,8,72,MOVRIN,Vita,SLO,,W,20,,,02:14:33,
8,9,68,MARETIČ,Lara,SLO,,W,20,,,02:23:59,
9,10,69,ARH,Lucija,SLO,,W,23,,,02:34:00,
