,Rank,BIB,Last Name,First Name,Country,Team,Gender,Age,Phase,Heat,Result,IRM
0,1.0,2,THOMAS,Leah,USA,BIGLA - KATUSHA,W,31,,,3:53:26,
1,2.0,25,HALL,Katharine,USA,BOELS DOLMANS CYCLINGTEAM,W,33,,,3:53:26,
2,3.0,151,GARCIA CAÑELLAS,Margarita Victo,ESP,ALE' BTC LJUBLJANA,W,36,,,3:53:26,
3,4.0,12,MAGNALDI,Erica,ITA,CERATIZIT - WNT PRO CYCLING TEAM,W,28,,,3:53:26,
4,5.0,43,AALERUD,Katrine,NOR,MOVISTAR TEAM WOMEN,W,26,,,3:53:31,
5,6.0,41,BORGLI,Stine,NOR,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,W,30,,,3:54:53,
6,7.0,4,BANKS,Elizabeth,GBR,BIGLA - KATUSHA,W,30,,,3:54:53,
7,8.0,133,VOLLERING,Demi,NED,PARKHOTEL VALKENBURG,W,24,,,3:54:53,
8,9.0,72,LOWDEN,Joscelin,GBR,DROPS,W,33,,,3:54:53,
9,10.0,21,VAN DER BREGGEN,Anna,NED,BOELS DOLMANS CYCLINGTEAM,W,30,,,3:54:53,
10,11.0,11,SANTESTEBAN GONZALEZ,Ane,ESP,CERATIZIT - WNT PRO CYCLING TEAM,W,30,,,3:54:53,
11,12.0,1,KOPPENBURG,Clara,GER,BIGLA - KATUSHA,W,25,,,3:54:53,
12,13.0,7,REUSSER,Marlen,SUI,BIGLA - KATUSHA,W,29,,,3:54:53,
13,14.0,115,SIERRA CANADILLA,Arlenis,CUB,ASTANA WOMEN'S TEAM,W,28,,,3:58:42,
14,15.0,237,GILL,Nadine Michaela,GER,,W,29,,,3:58:42,
15,16.0,26,CANUEL,Karol-Ann,CAN,BOELS DOLMANS CYCLINGTEAM,W,32,,,3:58:42,
16,17.0,242,SHAPIRA,Omer,ISR,CANYON / /SRAM RACING,W,26,,,3:58:42,
17,18.0,153,MARTINEZ BONAFE,Cristina,ESP,,W,24,,,3:58:42,
18,19.0,131,BUIJSMAN,Nina,NED,PARKHOTEL VALKENBURG,W,23,,,3:59:59,
19,20.0,23,VAN DEN BOS,Jip,NED,BOELS DOLMANS CYCLINGTEAM,W,24,,,3:59:59,
20,21.0,27,BUURMAN,Eva,NED,BOELS DOLMANS CYCLINGTEAM,W,26,,,3:59:59,
21,22.0,135,NILSSON,Hanna,SWE,PARKHOTEL VALKENBURG,W,28,,,3:59:59,
22,23.0,123,MARTURANO,Greta,ITA,TOP GIRLS FASSA BORTOLO,W,22,,,3:59:59,
