,Rank,BIB,Last Name,First Name,Country,Team,Gender,Age,Phase,Heat,Result,IRM
107,108.0,162,COLBORNE,Henrietta,GBR,BIEHLER KRUSH PRO CYCLING,W,22,,,2:40:52,
108,109.0,161,BEIJER,Inez,NED,BIEHLER KRUSH PRO CYCLING,W,25,,,2:40:52,
109,110.0,52,CONSONNI,Chiara,ITA,VALCAR - TRAVEL & SERVICE,W,21,,,2:40:52,
110,111.0,67,OBERHOLZER,Carla,RSA,BIZKAIA - DURANGO,W,33,,,2:40:52,
111,112.0,145,D'AGOSTIN,Nicole,ITA,AROMITALIA - BASSO BIKES - VAIANO,W,21,,,2:40:55,
112,113.0,97,TRIAS JORDAN,Ariadna,ESP,MASSI TACTIC WOMEN TEAM,W,25,,,2:40:55,
113,114.0,74,MEAKIN,Emily,GBR,DROPS,W,32,,,2:40:55,
114,115.0,164,HOOGEBOOM,Roos,NED,BIEHLER KRUSH PRO CYCLING,W,38,,,2:40:55,
115,116.0,197,WADSWORTH,Emily,GBR,NXTG RACING,W,21,,,2:40:55,
116,117.0,214,DUCUARA ACEVEDO,Jennifer Tatiana,COL,VIB - Natural Greatness,W,24,,,2:40:55,
117,118.0,196,KNAVEN,Britt,BEL,NXTG RACING,W,20,,,2:40:55,
118,119.0,62,GILABERT VILAPLANA,Ariana,ESP,BIZKAIA - DURANGO,W,20,,,2:40:55,
119,120.0,73,BENNETT,Elizabeth,GBR,DROPS,W,21,,,2:40:55,
120,121.0,222,MEDINA GONZALEZ,Maria De Los Angeles,ESP,RIO MIERA - CANTABRIA DEPORTE,W,30,,,2:40:55,
121,122.0,176,PLIASKINA,Anastasiia,RUS,ENEICAT -RBH GLOBAL,W,24,,,2:40:55,
122,123.0,195,JONKERS,Eva,NED,NXTG RACING,W,20,,,2:40:55,
123,124.0,17,RIJKES,Sarah,AUT,CERATIZIT - WNT PRO CYCLING TEAM,W,29,,,2:40:55,
124,125.0,107,ORTIZ BONILLA,Emma,ESP,SOPELA WOMEN'S TEAM,W,22,,,2:41:11,
125,126.0,4,BANKS,Elizabeth,GBR,BIGLA - KATUSHA,W,30,,,2:41:27,
126,127.0,57,CAMPBELL,Teniel,TTO,VALCAR - TRAVEL & SERVICE,W,23,,,2:41:32,
127,128.0,225,ESTEBAN FERNANDEZ,Carolina,ESP,RIO MIERA - CANTABRIA DEPORTE,W,19,,,2:41:32,
128,129.0,64,SANMARTIN RODRIGUEZ,Paula,ESP,BIZKAIA - DURANGO,W,23,,,2:41:32,
129,130.0,93,MARTIN MARTIN,Isabel,ESP,MASSI TACTIC WOMEN TEAM,W,21,,,2:41:37,
130,131.0,246,BERGER,Shani,ISR,ISRAEL,W,19,,,2:41:42,
131,132.0,231,AYALA MUSSARD,Camila,ARG,,W,34,,,2:41:42,
132,133.0,134,RAAIJMAKERS,Marit,NED,PARKHOTEL VALKENBURG,W,21,,,2:41:49,
133,134.0,175,HAGIWARA,Mayuko,JPN,ENEICAT -RBH GLOBAL,W,34,,,2:41:52,
134,135.0,243,WEINBERG,Gali,ISR,ISRAEL,W,23,,,2:42:05,
135,136.0,163,FERON,Senna,NED,BIEHLER KRUSH PRO CYCLING,W,25,,,2:42:05,
136,137.0,32,FIDANZA,Arianna,ITA,LOTTO SOUDAL LADIES,W,25,,,2:42:05,
137,138.0,104,BANLLES SANTAMARIA,Maria,ESP,SOPELA WOMEN'S TEAM,W,20,,,2:42:34,
138,139.0,125,MASETTI,Gaia,ITA,TOP GIRLS FASSA BORTOLO,W,19,,,2:42:49,
139,140.0,121,DALLA VALLE,Elisa,ITA,TOP GIRLS FASSA BORTOLO,W,22,,,2:42:49,
140,141.0,95,NUÑO IGLESIAS,Nerea,ESP,MASSI TACTIC WOMEN TEAM,W,26,,,2:43:53,
141,142.0,187,HOUDIN,Coralie,FRA,Team Arkea,W,25,,,2:43:53,
142,143.0,212,JIMENEZ MARTINEZ,Maria Del Pilar,ESP,VIB - Natural Greatness,W,19,,,2:44:12,
143,144.0,141,LELEIVYTE,Rasa,LTU,AROMITALIA - BASSO BIKES - VAIANO,W,32,,,2:44:12,
144,145.0,144,BROGI,Angelica,ITA,AROMITALIA - BASSO BIKES - VAIANO,W,22,,,2:44:12,
145,146.0,34,VANDENBULCKE,Jesse,BEL,LOTTO SOUDAL LADIES,W,24,,,2:44:32,
146,147.0,136,KASPER,Romy,GER,PARKHOTEL VALKENBURG,W,32,,,2:44:32,
147,148.0,173,LARRARTE ARTEAGA,Eukene,ESP,ENEICAT -RBH GLOBAL,W,22,,,2:45:46,
148,149.0,221,PEREZ MUÑOZ,Elena,ESP,RIO MIERA - CANTABRIA DEPORTE,W,27,,,2:46:17,
149,150.0,15,CONFALONIERI,Maria Giulia,ITA,CERATIZIT - WNT PRO CYCLING TEAM,W,27,,,2:46:17,
150,151.0,16,ASENCIO,Laura,FRA,CERATIZIT - WNT PRO CYCLING TEAM,W,22,,,2:47:46,
151,152.0,207,GARDNER,Illi,GBR,CAMS - TIFOSI,W,21,,,2:53:28,
152,153.0,71,SMEKAL,Finja,GER,DROPS,W,19,,,2:57:11,
153,154.0,244,GEZ,Avital,ISR,ISRAEL,W,26,,,2:57:11,
154,155.0,233,BONILLO TALENS,Sara,ESP,,W,19,,,2:57:11,
155,156.0,147,SERNISSI,Gemma,ITA,AROMITALIA - BASSO BIKES - VAIANO,W,20,,,2:57:11,
156,157.0,224,BARRIGUETE RODRIGUEZ,Sofia,ESP,RIO MIERA - CANTABRIA DEPORTE,W,20,,,2:57:11,
157,,235,DOS SANTOS FABARO,Livia,BRA,,W,35,,,3:06:22,OTL
158,,105,MORENO ROCA,Alexandra,ESP,SOPELA WOMEN'S TEAM,W,20,,,3:06:34,OTL
159,,186,MORICHON,Anaïs,FRA,Team Arkea,W,21,,,3:06:34,OTL
160,,215,GOMIZ PEREZ,Melisa,ESP,VIB - Natural Greatness,W,20,,,3:06:34,OTL
161,,213,NEENAN,Jennifer,IRL,VIB - Natural Greatness,W,22,,,3:16:46,OTL
162,,232,FARABELLO SUHR,Mariela Antone,ESP,,W,34,,,3:21:04,OTL
163,,171,ISASI CRISTOBAL,Ziortza,ESP,ENEICAT -RBH GLOBAL,W,25,,,,DNF
164,,106,EROSTARBE UGARTE,Garazi,ESP,SOPELA WOMEN'S TEAM,W,20,,,,DNF
165,,227,FERNANDEZ TORRES,Carla,ESP,RIO MIERA - CANTABRIA DEPORTE,W,19,,,,DNF
