,Rank,BIB,Last Name,First Name,Country,Team,Gender,Age,Phase,Heat,Result,IRM
0,1.0,81,HOSKING,Chloe,AUS,Rally Cycling,W,30,,,3:17:02,
1,2.0,31,HENTTALA,Lotta Pauliina,FIN,TREK - SEGAFREDO,W,31,,,+00,
2,3.0,141,RAYNOLDS,Matilda,AUS,,W,33,,,+00,
3,4.0,2,ELVIN,Gracie,AUS,MITCHELTON SCOTT,W,32,,,+00,
4,5.0,152,MULLENS,Peta,AUS,ROXSOLT ATTAQUER,W,32,,,+00,
5,6.0,12,KIRCHMANN,Leah,CAN,TEAM SUNWEB,W,30,,,+00,
6,7.0,14,LIPPERT,Liane,GER,TEAM SUNWEB,W,22,,,+00,
7,8.0,55,KITCHEN,Lauren,AUS,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,W,30,,,+00,
8,9.0,75,SIERRA CANADILLA,Arlenis,CUB,ASTANA WOMEN'S TEAM,W,28,,,+00,
9,10.0,26,RYAN,Alexis,USA,CANYON / /SRAM RACING,W,26,,,+00,
10,11.0,113,FRAPPORTI,Simona,ITA,BEPINK,W,32,,,+00,
11,12.0,42,GUDERZO,Tatiana,ITA,ALE' BTC LJUBLJANA,W,36,,,+00,
12,13.0,112,ZANARDI,Silvia,ITA,BEPINK,W,20,,,+00,
13,14.0,22,ERATH,Tanja,GER,CANYON / /SRAM RACING,W,31,,,+00,
14,15.0,13,LABOUS,Juliette,FRA,TEAM SUNWEB,W,22,,,+00,
15,16.0,61,STEPHENS,Lauren,USA,TEAM TIBCO - SILICON VALLEY BANK,W,34,,,+00,
16,17.0,1,SPRATT,Amanda,AUS,MITCHELTON SCOTT,W,33,,,+00,
17,18.0,133,ROSEMAN-GANNON,Ruby,AUS,AUSTRALIA,W,22,,,+00,
18,19.0,34,WILES,Tayler,USA,TREK - SEGAFREDO,W,31,,,+00,
19,20.0,52,GILLOW,Shara,AUS,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,W,33,,,+00,
20,21.0,73,RAGUSA,Katia,ITA,ASTANA WOMEN'S TEAM,W,23,,,+00,
21,22.0,91,AHUMADA RIQUELME,Denisse,CHI,,W,27,,,+00,
22,23.0,105,MERRICK,Jenna,NZL,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,W,20,,,+00,
23,24.0,101,DOCX,Mieke,BEL,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,W,24,,,+00,
24,25.0,41,BOOGAARD,Maaike,NED,ALE' BTC LJUBLJANA,W,22,,,+00,
25,26.0,35,WINDER,Ruth,USA,TREK - SEGAFREDO,W,27,,,+00,
26,27.0,145,HEATHER,Taryn,AUS,,W,38,,,+00,
27,28.0,23,HARRIS,Ella,NZL,CANYON / /SRAM RACING,W,22,,,+00,
28,29.0,95,PRIETO CASTAÑEDA,Marcela Elizabeth,MEX,AGOLICO,W,28,,,+00,
29,30.0,15,HENDERSON,Anna,GBR,TEAM SUNWEB,W,22,,,+00,
30,31.0,53,GROSSETETE,Maëlle,FRA,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,W,22,,,+00,
31,32.0,122,SHEATH,Racquel,NZL,NEW ZEALAND,W,26,,,+00,
32,33.0,131,NEYLAN,Rachel,AUS,AUSTRALIA,W,38,,,+00,
33,34.0,82,DOEBEL-HICKOK,Krista,USA,Rally Cycling,W,31,,,+00,
34,35.0,66,KESSLER,Nina,NED,TEAM TIBCO - SILICON VALLEY BANK,W,32,,,+00,
35,36.0,65,LUCAS,Sharlotte,NZL,TEAM TIBCO - SILICON VALLEY BANK,W,29,,,+00,
36,37.0,43,CHURSINA,Anastasiia,RUS,ALE' BTC LJUBLJANA,W,25,,,+00,
37,38.0,96,RAMÍREZ FREGOSO,Andrea,MEX,AGOLICO,W,21,,,+00,
38,39.0,136,TALBOT,Josie,AUS,AUSTRALIA,W,24,,,+00,
39,40.0,114,HÁJKOVÁ,Markéta,CZE,BEPINK,W,20,,,+00,
40,41.0,143,GUNNING,Jaime,AUS,,W,22,,,+00,
41,42.0,3,WILLIAMS,Georgia,NZL,MITCHELTON SCOTT,W,27,,,+00,
42,43.0,6,BROWN,Grace,AUS,MITCHELTON SCOTT,W,28,,,+00,
43,44.0,45,PINTAR,Urska,SLO,ALE' BTC LJUBLJANA,W,35,,,+00,
44,45.0,54,GUILMAN,Victorie,FRA,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,W,24,,,+00,
45,46.0,56,WIEL,Jade,FRA,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,W,20,,,+00,
46,47.0,64,CROOKS,Jenelle,NZL,TEAM TIBCO - SILICON VALLEY BANK,W,26,,,+00,
47,48.0,51,CHAPMAN,Brodie,AUS,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,W,29,,,+00,
48,49.0,125,HODGES,Jessie,NZL,NEW ZEALAND,W,24,,,+00,
49,50.0,142,STANNARD,Elizabeth,AUS,,W,23,,,+00,
50,51.0,11,GEORGI,Pfeiffer,GBR,TEAM SUNWEB,W,20,,,+00,
51,52.0,153,HERFOSS,Emily,AUS,ROXSOLT ATTAQUER,W,26,,,+00,
52,53.0,63,GIGANTE,Sarah,AUS,TEAM TIBCO - SILICON VALLEY BANK,W,20,,,+00,
53,54.0,92,BARRERA ESPARZA,Anet,MEX,AGOLICO,W,22,,,+00,
54,55.0,4,ALLEN,Jessica,AUS,MITCHELTON SCOTT,W,27,,,+00,
